NOME_SALA;TITULO_ORIGINAL;PUBLICO
KINOPLEX AMAZONAS SALA 01;JURASSIC WORLD;5951
KINOPLEX AMAZONAS SALA 01;JURASSIC WORLD: DOMINION;2570
KINOPLEX AMAZONAS SALA 01;JURASSIC WORLD: FALLEN KINGDOM;3819
KINOPLEX AMAZONAS SALA 01;JURASSIC WORLD: REBIRTH;3785
KINOPLEX AMAZONAS SALA 01;JUSTICE LEAGUE;688
KINOPLEX AMAZONAS SALA 01;JUVENAL E O DRAGÃO;4
KINOPLEX AMAZONAS SALA 01;KAIJU NO 8: MISSION RECON;49
KINOPLEX AMAZONAS SALA 01;KARATE KID LEGENDS;1283
KINOPLEX AMAZONAS SALA 01;KARDEC;782
KINOPLEX AMAZONAS SALA 01;KEEPER;120
KINOPLEX AMAZONAS SALA 01;KING RICHARD;5
KINOPLEX AMAZONAS SALA 01;KINGDOM OF THE PLANET OF THE APES;1071
KINOPLEX AMAZONAS SALA 01;KNOCK AT THE CABIN;891
KINOPLEX AMAZONAS SALA 01;KNOCK KNOCK;670
KINOPLEX AMAZONAS SALA 01;KONG: SKULL ISLAND;1263
KINOPLEX AMAZONAS SALA 01;KRAVEN THE HUNTER;280
KINOPLEX AMAZONAS SALA 01;KUBO AND THE TWO STRINGS;351
KINOPLEX AMAZONAS SALA 01;LAND OF BAD;206
KINOPLEX AMAZONAS SALA 01;LEE CRONIN'S THE MUMMY;1615
KINOPLEX AMAZONAS SALA 01;LEFT BEHIND: RISE OF THE ANTICHRIST;242
KINOPLEX AMAZONAS SALA 01;LIFE;535
KINOPLEX AMAZONAS SALA 01;LIGHTYEAR;1218
KINOPLEX AMAZONAS SALA 01;LILO & STITCH;2939
KINOPLEX AMAZONAS SALA 01;LINDA DE MORRER;1573
KINOPLEX AMAZONAS SALA 01;LOGAN;773
KINOPLEX AMAZONAS SALA 01;LONDON HAS FALLEN;953
KINOPLEX AMAZONAS SALA 01;LONGLEGS;1480
KINOPLEX AMAZONAS SALA 01;LORD OF THE RINGS: THE WAR OF THE ROHIRRIM;117
KINOPLEX AMAZONAS SALA 01;LOUCAS PRA CASAR;3928
KINOPLEX AMAZONAS SALA 01;LOVE, SIMON;531
KINOPLEX AMAZONAS SALA 01;LUCY;1980
KINOPLEX AMAZONAS SALA 01;LUIZ GONZAGA - LEGUA TIRANA;22
KINOPLEX AMAZONAS SALA 01;LYLE, LYLE, CROCODILE;158
KINOPLEX AMAZONAS SALA 01;M3GAN;881
KINOPLEX AMAZONAS SALA 01;M3GAN 2.0;133
KINOPLEX AMAZONAS SALA 01;MADAME WEB;845
KINOPLEX AMAZONAS SALA 01;MADE IN CHINA;1721
KINOPLEX AMAZONAS SALA 01;MAGIC MIKE XXL;256
KINOPLEX AMAZONAS SALA 01;MAIS FORTE QUE O MUNDO - A HISTÓRIA DE JOSÉ ALDO;1357
KINOPLEX AMAZONAS SALA 01;MALASARTES E O DUELO COM A MORTE;443
KINOPLEX AMAZONAS SALA 01;MALEFICENT: MISTRESS OF EVIL;630
KINOPLEX AMAZONAS SALA 01;MALICIOUS;167
KINOPLEX AMAZONAS SALA 01;MALIGNANT;208
KINOPLEX AMAZONAS SALA 01;MALLANDRO, O ERRADO QUE DEU CERTO;5
KINOPLEX AMAZONAS SALA 01;MALÊS;42
KINOPLEX AMAZONAS SALA 01;MAMAMOO: MY CON THE MOVIE;36
KINOPLEX AMAZONAS SALA 01;MAMMA MIA! HERE WE GO AGAIN;742
KINOPLEX AMAZONAS SALA 01;MAMONAS ASSASSINAS O FILME;371
KINOPLEX AMAZONAS SALA 01;MAN FROM U.N.C.L.E;29
KINOPLEX AMAZONAS SALA 01;MARY MAGDALENE;247
KINOPLEX AMAZONAS SALA 01;MASHA AND THE BEAR - TWICE THE FUN;43
KINOPLEX AMAZONAS SALA 01;MASTERMINDS;120
KINOPLEX AMAZONAS SALA 01;MATERIALISTS;131
KINOPLEX AMAZONAS SALA 01;MAURICIO DE SOUSA, O FILME;159
KINOPLEX AMAZONAS SALA 01;MAX STEEL;380
KINOPLEX AMAZONAS SALA 01;MAXXXINE;365
KINOPLEX AMAZONAS SALA 01;MAZE RUNNER: SCORCH TRIALS;109
KINOPLEX AMAZONAS SALA 01;MAZE RUNNER: THE DEATH CURE;42
KINOPLEX AMAZONAS SALA 01;ME BEFORE YOU;540
KINOPLEX AMAZONAS SALA 01;MEAN GIRLS;517
KINOPLEX AMAZONAS SALA 01;MECHANIC: RESSURRECTION;428
KINOPLEX AMAZONAS SALA 01;MEMORY;295
KINOPLEX AMAZONAS SALA 01;MEUS 15 ANOS;497
KINOPLEX AMAZONAS SALA 01;MICHAEL;477
KINOPLEX AMAZONAS SALA 01;MICKEY 17;62
KINOPLEX AMAZONAS SALA 01;MIDWAY;243
KINOPLEX AMAZONAS SALA 01;MIGRATION;418
KINOPLEX AMAZONAS SALA 01;MILEY CYRUS: SOMETHING BEAUTIFUL;62
KINOPLEX AMAZONAS SALA 01;MINHA IRMÃ E EU;3566
KINOPLEX AMAZONAS SALA 01;MINHA MÃE É UMA PEÇA;10
KINOPLEX AMAZONAS SALA 01;MINHA MÃE É UMA PEÇA 2;2067
KINOPLEX AMAZONAS SALA 01;MINHA MÃE É UMA PEÇA 3;9090
KINOPLEX AMAZONAS SALA 01;MINHA VIDA EM MARTE;2149
KINOPLEX AMAZONAS SALA 01;MINIONS;12520
KINOPLEX AMAZONAS SALA 01;MINIONS: THE RISE OF GRU;2883
KINOPLEX AMAZONAS SALA 01;MISSING;105
KINOPLEX AMAZONAS SALA 01;MISSION: IMPOSSIBLE - DEAD RECKONING PART ONE;627
KINOPLEX AMAZONAS SALA 01;MISSION: IMPOSSIBLE - FALLOUT;1504
KINOPLEX AMAZONAS SALA 01;MISSION: IMPOSSIBLE - ROGUE NATION;2134
KINOPLEX AMAZONAS SALA 01;MISSION: IMPOSSIBLE - THE FINAL RECKONING;1791
KINOPLEX AMAZONAS SALA 01;MMA - MEU MELHOR AMIGO;240
KINOPLEX AMAZONAS SALA 01;MOANA;3342
KINOPLEX AMAZONAS SALA 01;MOANA 2;1621
KINOPLEX AMAZONAS SALA 01;MONEY MONSTER;157
KINOPLEX AMAZONAS SALA 01;MORBIUS;370
KINOPLEX AMAZONAS SALA 01;MORTAL ENGINES;109
KINOPLEX AMAZONAS SALA 01;MOTEL DESTINO;19
KINOPLEX AMAZONAS SALA 01;MOTHER!;80
KINOPLEX AMAZONAS SALA 01;MUFASA: THE LION KING;5033
KINOPLEX AMAZONAS SALA 01;MUSSUM, O FILMIS;16
KINOPLEX AMAZONAS SALA 01;MY BIG FAT GREEK WEDDING 2;1011
KINOPLEX AMAZONAS SALA 01;NADA A PERDER;71
KINOPLEX AMAZONAS SALA 01;NADA A PERDER 2;5919
KINOPLEX AMAZONAS SALA 01;NAPOLEON;899
KINOPLEX AMAZONAS SALA 01;NERVE;255
KINOPLEX AMAZONAS SALA 01;NEW MUTANTS;705
KINOPLEX AMAZONAS SALA 01;NEZHA: MO TONG NAO HAI;97
KINOPLEX AMAZONAS SALA 01;NIGHT SWIM;208
KINOPLEX AMAZONAS SALA 01;NIGHTMARE ALLEY;247
KINOPLEX AMAZONAS SALA 01;NO TIME TO DIE;458
KINOPLEX AMAZONAS SALA 01;NOPE;352
KINOPLEX AMAZONAS SALA 01;NOSFERATU;963
KINOPLEX AMAZONAS SALA 01;NOVOCAINE;328
KINOPLEX AMAZONAS SALA 01;NOW YOU SEE ME: NOW YOU DON’T;553
KINOPLEX AMAZONAS SALA 01;NOW YOU SEE ME: THE SECOND ACT;2102
KINOPLEX AMAZONAS SALA 01;NÃO SE ACEITAM DEVOLUÇÕES;164
KINOPLEX AMAZONAS SALA 01;O AGENTE SECRETO;1553
KINOPLEX AMAZONAS SALA 01;O AMOR DE CATARINA;35
KINOPLEX AMAZONAS SALA 01;O AUTO DA COMPADECIDA 2;137
KINOPLEX AMAZONAS SALA 01;O CANDIDATO HONESTO;5828
KINOPLEX AMAZONAS SALA 01;O CANDIDATO HONESTO 2;959
KINOPLEX AMAZONAS SALA 01;O DIÁRIO DE PILAR NA AMAZÔNIA;4
KINOPLEX AMAZONAS SALA 01;O DOUTRINADOR - O FILME;815
KINOPLEX AMAZONAS SALA 01;O NOME DA MORTE;91
KINOPLEX AMAZONAS SALA 01;O PALESTRANTE;75
KINOPLEX AMAZONAS SALA 01;O PORTEIRO;59
KINOPLEX AMAZONAS SALA 01;O QUE É ISSO COMPANHEIRO;13
KINOPLEX AMAZONAS SALA 01;O SHAOLIN DO SERTÃO;604
KINOPLEX AMAZONAS SALA 01;O VENDEDOR DE SONHOS;680
KINOPLEX AMAZONAS SALA 01;O ÚLTIMO VIRGEM;840
KINOPLEX AMAZONAS SALA 01;OCEAN'S 8;897
KINOPLEX AMAZONAS SALA 01;OFFICE CHRISTMAS PARTY;122
KINOPLEX AMAZONAS SALA 01;OLD;286
KINOPLEX AMAZONAS SALA 01;ONCE UPON A TIME IN HOLLYWOOD;82
KINOPLEX AMAZONAS SALA 01;ONE BATTLE AFTER ANOTHER;84
KINOPLEX AMAZONAS SALA 01;ONE PIECE FILM: RED;1517
KINOPLEX AMAZONAS SALA 01;OPPENHEIMER;1079
KINOPLEX AMAZONAS SALA 01;ORPHAN: FIRST KILL;285
KINOPLEX AMAZONAS SALA 01;OS AVENTUREIROS - A ORIGEM;56
KINOPLEX AMAZONAS SALA 01;OS DEZ MANDAMENTOS;19418
KINOPLEX AMAZONAS SALA 01;OS EXTERMINADORES DO ALÉM CONTRA A LOIRA DO BANHEIRO;655
KINOPLEX AMAZONAS SALA 01;OS FAROFEIROS;2501
KINOPLEX AMAZONAS SALA 01;OS FAROFEIROS 2;968
KINOPLEX AMAZONAS SALA 01;OS HOMENS SÃO DE MARTE...E É PRÁ LÁ QUE EU VOU!;2890
KINOPLEX AMAZONAS SALA 01;OS PARÇAS;5422
KINOPLEX AMAZONAS SALA 01;OS PARÇAS 2;706
KINOPLEX AMAZONAS SALA 01;OS PENETRAS 2 - QUEM DÁ MAIS?;220
KINOPLEX AMAZONAS SALA 01;OS SALTIMBANCOS TRAPALHÕES - RUMO A HOLLYWOOD;44
KINOPLEX AMAZONAS SALA 01;OUIJA;1692
KINOPLEX AMAZONAS SALA 01;OVERCOMER;326
KINOPLEX AMAZONAS SALA 01;OVERLORD;1387
KINOPLEX AMAZONAS SALA 01;PACIFIC RIM: UPRISING;140
KINOPLEX AMAZONAS SALA 01;PADDINGTON IN PERU;115
KINOPLEX AMAZONAS SALA 01;PAN;41
KINOPLEX AMAZONAS SALA 01;PARANORMAN EXTENDED (REMASTERED);75
KINOPLEX AMAZONAS SALA 01;PARASITE;478
KINOPLEX AMAZONAS SALA 01;PASSENGERS;344
KINOPLEX AMAZONAS SALA 01;PAUL, APOSTLE OF CHRIST;490
KINOPLEX AMAZONAS SALA 01;PAW PATROL HOLIDAY SPECIAL 2025;156
KINOPLEX AMAZONAS SALA 01;PAW PATROL: MIGHTYPUPS;110
KINOPLEX AMAZONAS SALA 01;PAW PATROL: THE MIGHTY MOVIE;1601
KINOPLEX AMAZONAS SALA 01;PAWS OF FURY: THE LEGEND OF HANK;212
KINOPLEX AMAZONAS SALA 01;PEPPA PIG, THE GOLDEN BOOTS AND OTHER STORIES;83
KINOPLEX AMAZONAS SALA 01;PEPPA'S CINEMA PARTY;67
KINOPLEX AMAZONAS SALA 01;PEPPERMINT;529
KINOPLEX AMAZONAS SALA 01;PEQUENO SEGREDO;428
KINOPLEX AMAZONAS SALA 01;PERFEKTA, UMA AVENTURA DA ESCOLA DE GÊNIOS;41
KINOPLEX AMAZONAS SALA 01;PERRENGUE FASHION;885
KINOPLEX AMAZONAS SALA 01;PETER RABBIT;753
KINOPLEX AMAZONAS SALA 01;PIRATES OF THE CARIBBEAN: DEAD MEN TELL NO TALES;1709
KINOPLEX AMAZONAS SALA 01;PLANE;351
KINOPLEX AMAZONAS SALA 01;PLAYING WITH FIRE;219
KINOPLEX AMAZONAS SALA 01;PLAYMOBIL;188
KINOPLEX AMAZONAS SALA 01;POKEMON DETECTIVE PIKACHU;1287
KINOPLEX AMAZONAS SALA 01;POLÍCIA FEDERAL - A LEI É PARA TODOS;2714
KINOPLEX AMAZONAS SALA 01;POOR THINGS;320
KINOPLEX AMAZONAS SALA 01;PORTA DOS FUNDOS - CONTRATO VITALÍCIO;560
KINOPLEX AMAZONAS SALA 01;POWER RANGERS;40
KINOPLEX AMAZONAS SALA 01;PREDATOR: BADLANDS;1679
KINOPLEX AMAZONAS SALA 01;PREDESTINADO: ARIGÓ E O ESPÍRITO DO DR. FRITZ;102
KINOPLEX AMAZONAS SALA 01;PREY FOR THE DEVIL;557
KINOPLEX AMAZONAS SALA 01;PRIMATE;143
KINOPLEX AMAZONAS SALA 01;PROJECT HAIL MARY;2155
KINOPLEX AMAZONAS SALA 01;PRÍNCIPE LU E A LENDA DO DRAGÃO;92
KINOPLEX AMAZONAS SALA 01;PUSS IN BOOTS: THE LAST WISH;2746
KINOPLEX AMAZONAS SALA 01;QUEEN OF SPADES: THROUGH THE LOOKING GLASS;1592
KINOPLEX AMAZONAS SALA 01;RALPH BREAKS THE INTERNET;162
KINOPLEX AMAZONAS SALA 01;RATCHET & CLANK;138
KINOPLEX AMAZONAS SALA 01;READY OR NOT 2: HERE I COME;62
KINOPLEX AMAZONAS SALA 01;READY PLAYER ONE;250
KINOPLEX AMAZONAS SALA 01;REAL - O PLANO POR TRÁS DA HISTÓRIA;122
KINOPLEX AMAZONAS SALA 01;RED ONE;114
KINOPLEX AMAZONAS SALA 01;RED SPARROW;687
KINOPLEX AMAZONAS SALA 01;REDEEMED;61
KINOPLEX AMAZONAS SALA 01;REGRETTING YOU;40
KINOPLEX AMAZONAS SALA 01;REMINISCENCE;23
KINOPLEX AMAZONAS SALA 01;RENAISSANCE: A FILM BY BEYONCÉ;363
KINOPLEX AMAZONAS SALA 01;RESIDENT EVIL 6: THE FINAL CHAPTER;424
KINOPLEX AMAZONAS SALA 01;RETURN TO SILENT HILL;124
KINOPLEX AMAZONAS SALA 01;REZA A LENDA;1637
KINOPLEX AMAZONAS SALA 01;RISEN;126
KINOPLEX AMAZONAS SALA 01;RM: RIGHT PEOPLE, WRONG PLACE;32
KINOPLEX AMAZONAS SALA 01;ROBIN HOOD;1345
KINOPLEX AMAZONAS SALA 01;ROGUE ONE;411
KINOPLEX AMAZONAS SALA 01;RON'S GONE WRONG;32
KINOPLEX AMAZONAS SALA 01;ROOM 203;159
KINOPLEX AMAZONAS SALA 01;ROSA DE SARON IN CONCERT;69
KINOPLEX AMAZONAS SALA 01;RUBY GILLMAN TEENAGE KRAKEN;157
KINOPLEX AMAZONAS SALA 01;RUN ALL NIGHT;189
KINOPLEX AMAZONAS SALA 01;RUSALKA: OZERO MYORTVYKH;453
KINOPLEX AMAZONAS SALA 01;S.O.S. MULHERES AO MAR 2;533
KINOPLEX AMAZONAS SALA 01;SAI DE BAIXO, O FILME;119
KINOPLEX AMAZONAS SALA 01;SAINT MICHAEL - MEET THE ANGEL;67
KINOPLEX AMAZONAS SALA 01;SAINT SEYA - LEGENDS OF SANCTUARY;158
KINOPLEX AMAZONAS SALA 01;SAN ANDREAS;1566
KINOPLEX AMAZONAS SALA 01;SAW X;2453
KINOPLEX AMAZONAS SALA 01;SCARY STORIES TO TELL IN THE DARK;198
KINOPLEX AMAZONAS SALA 01;SCOOB!;451
KINOPLEX AMAZONAS SALA 01;SCOUTS GUIDE TO THE ZOMBIE APOCALYPSE;333
KINOPLEX AMAZONAS SALA 01;SCREAM;2652
KINOPLEX AMAZONAS SALA 01;SCREAM 7;355
KINOPLEX AMAZONAS SALA 01;SCREAM VI;50
KINOPLEX AMAZONAS SALA 01;SEARCHING;488
KINOPLEX AMAZONAS SALA 01;SEQUESTRO RELÂMPAGO;234
KINOPLEX AMAZONAS SALA 01;SHANG-CHI AND THE LEGEND OF THE TEN RINGS;493
KINOPLEX AMAZONAS SALA 01;SHAZAM! FURY OF THE GODS;140
KINOPLEX AMAZONAS SALA 01;SHELBY OAKS;229
KINOPLEX AMAZONAS SALA 01;SHOW ME THE FATHER;186
KINOPLEX AMAZONAS SALA 01;SILVIO;324
KINOPLEX AMAZONAS SALA 01;SING;814
KINOPLEX AMAZONAS SALA 01;SING 2;278
KINOPLEX AMAZONAS SALA 01;SINISTER 2;495
KINOPLEX AMAZONAS SALA 01;SINNERS;931
KINOPLEX AMAZONAS SALA 01;SLENDER MAN;503
KINOPLEX AMAZONAS SALA 01;SMALLFOOT;711
KINOPLEX AMAZONAS SALA 01;SMILE;758
KINOPLEX AMAZONAS SALA 01;SMILE 2;972
KINOPLEX AMAZONAS SALA 01;SMURFS;548
KINOPLEX AMAZONAS SALA 01;SMURFS: THE LOST VILLAGE;88
KINOPLEX AMAZONAS SALA 01;SNOW QUEEN 3;279
KINOPLEX AMAZONAS SALA 01;SNOW WHITE;160
KINOPLEX AMAZONAS SALA 01;SONIC THE HEDGEHOG 2;2801
KINOPLEX AMAZONAS SALA 01;SONIC THE HEDGEHOG 3;852
KINOPLEX AMAZONAS SALA 01;SOUND OF FREEDOM;551
KINOPLEX AMAZONAS SALA 01;SOUND OF HOPE: THE STORY OF POSSUM TROT;6
KINOPLEX AMAZONAS SALA 01;SPACE JAM: A NEW LEGACY;2561
KINOPLEX AMAZONAS SALA 01;SPECTRE;1246
KINOPLEX AMAZONAS SALA 01;SPIDER-MAN: ACROSS THE SPIDER-VERSE;932
KINOPLEX AMAZONAS SALA 01;SPIDER-MAN: FAR FROM HOME;1324
KINOPLEX AMAZONAS SALA 01;SPIDER-MAN: HOMECOMING;3735
KINOPLEX AMAZONAS SALA 01;SPIDER-MAN: INTO THE SPIDER-VERSE;241
KINOPLEX AMAZONAS SALA 01;SPIDER-MAN: NO WAY HOME;9235
KINOPLEX AMAZONAS SALA 01;SPLIT;439
KINOPLEX AMAZONAS SALA 01;SPY X FAMILY CODE: WHITE;397
KINOPLEX AMAZONAS SALA 01;STAR TREK BEYOND;32
KINOPLEX AMAZONAS SALA 01;STAR WARS: EPISODE I - THE PHANTOM MENACE;367
KINOPLEX AMAZONAS SALA 01;STAR WARS: EPISODE III - REVENGE OF THE SITH;623
KINOPLEX AMAZONAS SALA 01;STAR WARS: THE RISE OF SKYWALKER;803
KINOPLEX AMAZONAS SALA 01;STORKS;504
KINOPLEX AMAZONAS SALA 01;STRAYS;142
KINOPLEX AMAZONAS SALA 01;SUGA - AGUST D TOUR ‘D-DAY’ THE MOVIE;171
KINOPLEX AMAZONAS SALA 01;SUGA: ROAD TO D-DAY;19
KINOPLEX AMAZONAS SALA 01;SUICIDE SQUAD;5483
KINOPLEX AMAZONAS SALA 01;SUPERFAST!;724
KINOPLEX AMAZONAS SALA 01;SUPERMAN;941
KINOPLEX AMAZONAS SALA 01;SUPERPAI;2377
KINOPLEX AMAZONAS SALA 01;TAD THE LOST EXPLORER AND THE EMERALD TABLET;425
KINOPLEX AMAZONAS SALA 01;TADEO JONES 2: EL SECRETO DEL REY MIDAS;275
KINOPLEX AMAZONAS SALA 01;TAKEN 3;5405
KINOPLEX AMAZONAS SALA 01;TALK TO ME;923
KINOPLEX AMAZONAS SALA 01;TAYLOR SWIFT - THE ERAS TOUR;58
KINOPLEX AMAZONAS SALA 01;TEEN TITANS GO! TO THE MOVIES;176
KINOPLEX AMAZONAS SALA 01;TEENAGE MUTANT NINJA TURTLES: MUTANT MAYHEM;128
KINOPLEX AMAZONAS SALA 01;TEENAGE MUTANT NINJA TURTLES: OUT OF THE SHADOWS;755
KINOPLEX AMAZONAS SALA 01;TERMINATOR: DARK FATE;481
KINOPLEX AMAZONAS SALA 01;TERRIFIER 3;632
KINOPLEX AMAZONAS SALA 01;THANKSGIVING;500
KINOPLEX AMAZONAS SALA 01;THE 355;95
KINOPLEX AMAZONAS SALA 01;THE 5TH WAVE;3635
KINOPLEX AMAZONAS SALA 01;THE ACCOUNTANT 2;164
KINOPLEX AMAZONAS SALA 01;THE ADDAMS FAMILY;1766
KINOPLEX AMAZONAS SALA 01;THE ADDAMS FAMILY 2;394
KINOPLEX AMAZONAS SALA 01;THE AMATEUR;324
KINOPLEX AMAZONAS SALA 01;THE ANGRY BIRDS MOVIE 2;284
KINOPLEX AMAZONAS SALA 01;THE AVENGERS;59
KINOPLEX AMAZONAS SALA 01;THE AVENGERS: AGE OF ULTRON;12937
KINOPLEX AMAZONAS SALA 01;THE BAD GUYS;548
KINOPLEX AMAZONAS SALA 01;THE BAD GUYS 2;14
KINOPLEX AMAZONAS SALA 01;THE BATMAN;4649
KINOPLEX AMAZONAS SALA 01;THE BLACK PHONE;1482
KINOPLEX AMAZONAS SALA 01;THE BOSS BABY;82
KINOPLEX AMAZONAS SALA 01;THE BOSS BABY: FAMILY BUSINESS;194
KINOPLEX AMAZONAS SALA 01;THE BOY;800
KINOPLEX AMAZONAS SALA 01;THE BOY AND THE HERON;152
KINOPLEX AMAZONAS SALA 01;THE CASE FOR CHRIST;51
KINOPLEX AMAZONAS SALA 01;THE CHOSEN;1161
KINOPLEX AMAZONAS SALA 01;THE CHOSEN: LAST SUPPER;545
KINOPLEX AMAZONAS SALA 01;THE CONJURING 2;2219
KINOPLEX AMAZONAS SALA 01;THE CONJURING: LAST RITES;5640
KINOPLEX AMAZONAS SALA 01;THE CONJURING: THE DEVIL MADE ME DO IT;155
KINOPLEX AMAZONAS SALA 01;THE CROODS: A NEW AGE;1977
KINOPLEX AMAZONAS SALA 01;THE DARKEST MINDS;241
KINOPLEX AMAZONAS SALA 01;THE DEVIL CONSPIRACY;179
KINOPLEX AMAZONAS SALA 01;THE DEVIL WEARS PRADA 2;237
KINOPLEX AMAZONAS SALA 01;THE DRAMA;624
KINOPLEX AMAZONAS SALA 01;THE EQUALIZER;489
KINOPLEX AMAZONAS SALA 01;THE EQUALIZER 2;342
KINOPLEX AMAZONAS SALA 01;THE EXORCISM;424
KINOPLEX AMAZONAS SALA 01;THE EXORCISM OF GOD;849
KINOPLEX AMAZONAS SALA 01;THE EXORCIST: BELIEVER;133
KINOPLEX AMAZONAS SALA 01;THE FALL;299
KINOPLEX AMAZONAS SALA 01;THE FANTASTIC FOUR;2557
KINOPLEX AMAZONAS SALA 01;THE FANTASTIC FOUR: FIRST STEPS;6
KINOPLEX AMAZONAS SALA 01;THE FAULT IN OUR STARS;5928
KINOPLEX AMAZONAS SALA 01;THE FIRST OMEN;336
KINOPLEX AMAZONAS SALA 01;THE FIRST PURGE;219
KINOPLEX AMAZONAS SALA 01;THE FLASH;726
KINOPLEX AMAZONAS SALA 01;THE FORGE;457
KINOPLEX AMAZONAS SALA 01;THE GALLOWS;485
KINOPLEX AMAZONAS SALA 01;THE GENTLEMEN;70
KINOPLEX AMAZONAS SALA 01;THE GIRL ON THE TRAIN;1491
KINOPLEX AMAZONAS SALA 01;THE GIVER;1184
KINOPLEX AMAZONAS SALA 01;THE GREAT WALL;711
KINOPLEX AMAZONAS SALA 01;THE GREATEST SHOWMAN;412
KINOPLEX AMAZONAS SALA 01;THE HAUNTING OF THE QUEEN MARY;14
KINOPLEX AMAZONAS SALA 01;THE HITMAN´S BODYGUARD;782
KINOPLEX AMAZONAS SALA 01;THE HOUSEMAID;1005
KINOPLEX AMAZONAS SALA 01;THE HUNGER GAMES – BALLAD OF SONGBIRDS AND SNAKES;495
KINOPLEX AMAZONAS SALA 01;THE HUNGER GAMES: MOCKINGJAY - PART 2;413
KINOPLEX AMAZONAS SALA 01;THE HUNGER GAMES: MOCKINGJAY- PART 1;3915
KINOPLEX AMAZONAS SALA 01;THE HUNTSMAN;222
KINOPLEX AMAZONAS SALA 01;THE ICE ROAD;173
KINOPLEX AMAZONAS SALA 01;THE IMITATION GAME;107
KINOPLEX AMAZONAS SALA 01;THE INCREDIBLES 2;3354
KINOPLEX AMAZONAS SALA 01;THE INTERN;600
KINOPLEX AMAZONAS SALA 01;THE INVISIBLE MAN;1524
KINOPLEX AMAZONAS SALA 01;THE INVITATION (AKA BRIDE);310
KINOPLEX AMAZONAS SALA 01;THE JUNGLE BOOK;4810
KINOPLEX AMAZONAS SALA 01;THE KING OF KINGS;993
KINOPLEX AMAZONAS SALA 01;THE KING'S MAN;352
KINOPLEX AMAZONAS SALA 01;THE KITCHEN;200
KINOPLEX AMAZONAS SALA 01;THE LAST VOYAGE OF THE DEMETER;77
KINOPLEX AMAZONAS SALA 01;THE LAST WITCH HUNTER;2885
KINOPLEX AMAZONAS SALA 01;THE LAZARUS EFFECT;165
KINOPLEX AMAZONAS SALA 01;THE LEGO BATMAN MOVIE;51
KINOPLEX AMAZONAS SALA 01;THE LEGO MOVIE 2: THE SECOND PART;526
KINOPLEX AMAZONAS SALA 01;THE LEGO NINJAGO MOVIE;55
KINOPLEX AMAZONAS SALA 01;THE LION KING;6566
KINOPLEX AMAZONAS SALA 01;THE LITTLE MERMAID;1681
KINOPLEX AMAZONAS SALA 01;THE LOST CITY;374
KINOPLEX AMAZONAS SALA 01;THE LOST CITY OF Z;241
KINOPLEX AMAZONAS SALA 01;THE MARVELS;686
KINOPLEX AMAZONAS SALA 01;THE MATRIX RESURRECTIONS;1779
KINOPLEX AMAZONAS SALA 01;THE MEDIUM;124
KINOPLEX AMAZONAS SALA 01;THE MEG;1700
KINOPLEX AMAZONAS SALA 01;THE MEG 2;1800
KINOPLEX AMAZONAS SALA 01;THE MONKEY;130
KINOPLEX AMAZONAS SALA 01;THE MOUNTAIN BETWEEN US;1801
KINOPLEX AMAZONAS SALA 01;THE NAKED GUN;551
KINOPLEX AMAZONAS SALA 01;THE NIGHT HOUSE;187
KINOPLEX AMAZONAS SALA 01;THE NORTHMAN;268
KINOPLEX AMAZONAS SALA 01;THE NUN;1504
KINOPLEX AMAZONAS SALA 01;THE NUN 2;1052
KINOPLEX AMAZONAS SALA 01;THE NUTCRACKER AND THE FOUR REALMS;584
KINOPLEX AMAZONAS SALA 01;THE NUTCRACKER AND THE MAGIC FLUTE;65
KINOPLEX AMAZONAS SALA 01;THE OFFERING;144
KINOPLEX AMAZONAS SALA 01;THE OTHER WOMAN;676
KINOPLEX AMAZONAS SALA 01;THE PENGUINS OF MADAGASCAR;207
KINOPLEX AMAZONAS SALA 01;THE POPE´S EXORCIST;1111
KINOPLEX AMAZONAS SALA 01;THE PREDATOR;260
KINOPLEX AMAZONAS SALA 01;THE PRODIGY;259
KINOPLEX AMAZONAS SALA 01;THE QUEEN´S CORGI;275
KINOPLEX AMAZONAS SALA 01;THE REVENANT;484
KINOPLEX AMAZONAS SALA 01;THE ROUNDUP;187
KINOPLEX AMAZONAS SALA 01;THE RUNNING MAN;36
KINOPLEX AMAZONAS SALA 01;THE SECRET LIFE OF PETS;170
KINOPLEX AMAZONAS SALA 01;THE SECRET LIFE OF PETS 2;79
KINOPLEX AMAZONAS SALA 01;THE SECRET: DARE TO DREAM;71
KINOPLEX AMAZONAS SALA 01;THE SHACK;9904
KINOPLEX AMAZONAS SALA 01;THE SHAPE OF WATER;2105
KINOPLEX AMAZONAS SALA 01;THE SLOTH LANE;75
KINOPLEX AMAZONAS SALA 01;THE SMASHING MACHINE;121
KINOPLEX AMAZONAS SALA 01;THE SNOW QUEEN AND THE PRINCESS;9
KINOPLEX AMAZONAS SALA 01;THE SPONGEBOB MOVIE: SEARCH FOR SQUAREPANTS;27
KINOPLEX AMAZONAS SALA 01;THE SPONGEBOB MOVIE: SPONGE OUT OF WATER;956
KINOPLEX AMAZONAS SALA 01;THE SPY WHO DUMPED ME;486
KINOPLEX AMAZONAS SALA 01;THE STRANGERS - CHAPTER 2;95
KINOPLEX AMAZONAS SALA 01;THE STRANGERS: CHAPTER 1;727
