MES_EXIBICAO,ANO_EXIBICAO,NOME_CINEMA,TITULO_ORIGINAL,PUBLICO,GENEROS,ANO_LANCAMENTO,CLASSIFICACAO,rotten_tomatoes,yt_views,yt_likes,yt_sentiment
1,2025,KINOPLEX MACEIÓ,PADDINGTON IN PERU,380,"Aventura, Comédia, Família",2024,10,93.0,0.0,0.0,0.0
1,2025,KINOPLEX MACEIÓ,SONIC THE HEDGEHOG 3,9951,"Ação, Ficção científica, Comédia, Família",2024,12,86.0,0.0,0.0,0.0
1,2025,KINOPLEX MACEIÓ,THE WIZARD OF THE EMERALD CITY,47,"Aventura, Família, Fantasia",1994,Sem Classificacao,0.0,0.0,0.0,0.0
1,2025,KINOPLEX MACEIÓ,WOLF MAN,1100,"Terror, Thriller",2025,16,48.0,0.0,0.0,0.0
1,2025,KINOPLEX MADUREIRA,AINDA ESTOU AQUI,1740,"Drama, História",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX MADUREIRA,BAGMAN,74,"Terror, Thriller",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX MADUREIRA,CHICO BENTO E A GOIABEIRA MARAVIOSA,599,"Família, Aventura, Comédia",2025,L,0.0,0.0,0.0,0.0
1,2025,KINOPLEX MADUREIRA,CONCLAVE,171,"Drama, Thriller",2024,12,93.0,0.0,0.0,0.0
1,2025,KINOPLEX MADUREIRA,DEN OF THIEVES 2: PANTERA,49,"Ação, Crime, Thriller",2025,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX MADUREIRA,MOANA 2,3666,"Aventura, Animação, Comédia, Família, Fantasia",2024,L,61.0,0.0,0.0,0.0
1,2025,KINOPLEX MADUREIRA,MUFASA: THE LION KING,6648,"Aventura, Família, Animação",2024,10,56.0,0.0,0.0,0.0
1,2025,KINOPLEX MADUREIRA,NOSFERATU,1346,"Terror, Fantasia",2024,16,85.0,0.0,0.0,0.0
1,2025,KINOPLEX MADUREIRA,O AUTO DA COMPADECIDA 2,1525,"Comédia, Drama",2024,12,0.0,0.0,0.0,0.0
1,2025,KINOPLEX MADUREIRA,PADDINGTON IN PERU,117,"Aventura, Comédia, Família",2024,10,93.0,0.0,0.0,0.0
1,2025,KINOPLEX MADUREIRA,SONIC THE HEDGEHOG 3,6417,"Ação, Ficção científica, Comédia, Família",2024,12,86.0,0.0,0.0,0.0
1,2025,KINOPLEX MADUREIRA,THE WIZARD OF THE EMERALD CITY,49,"Aventura, Família, Fantasia",1994,Sem Classificacao,0.0,0.0,0.0,0.0
1,2025,KINOPLEX MADUREIRA,WOLF MAN,152,"Terror, Thriller",2025,16,48.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,AINDA ESTOU AQUI,7280,"Drama, História",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,BAGMAN,92,"Terror, Thriller",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,CHICO BENTO E A GOIABEIRA MARAVIOSA,1842,"Família, Aventura, Comédia",2025,L,0.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,CONCLAVE,542,"Drama, Thriller",2024,12,93.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,DEN OF THIEVES 2: PANTERA,94,"Ação, Crime, Thriller",2025,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,EMILIA PÉREZ,40,"Drama, Thriller",2024,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,INTERSTELLAR,887,"Aventura, Drama, Ficção científica",2014,10,73.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,MOANA 2,8070,"Aventura, Animação, Comédia, Família, Fantasia",2024,L,61.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,MUFASA: THE LION KING,13735,"Aventura, Família, Animação",2024,10,56.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,NOSFERATU,4714,"Terror, Fantasia",2024,16,85.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,O AUTO DA COMPADECIDA 2,6275,"Comédia, Drama",2024,12,0.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,PADDINGTON IN PERU,333,"Aventura, Comédia, Família",2024,10,93.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,SONIC THE HEDGEHOG 3,10437,"Ação, Ficção científica, Comédia, Família",2024,12,86.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,THE WIZARD OF THE EMERALD CITY,46,"Aventura, Família, Fantasia",1994,Sem Classificacao,0.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,WICKED,588,"Drama, Romance, Fantasia",2024,10,88.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA AMÉRICA,WOLF MAN,142,"Terror, Thriller",2025,16,48.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA IGUAÇU,AINDA ESTOU AQUI,4842,"Drama, História",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA IGUAÇU,CHICO BENTO E A GOIABEIRA MARAVIOSA,1151,"Família, Aventura, Comédia",2025,L,0.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA IGUAÇU,CONCLAVE,260,"Drama, Thriller",2024,12,93.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA IGUAÇU,DEN OF THIEVES 2: PANTERA,124,"Ação, Crime, Thriller",2025,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA IGUAÇU,EMILIA PÉREZ,17,"Drama, Thriller",2024,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA IGUAÇU,INTERSTELLAR,1101,"Aventura, Drama, Ficção científica",2014,10,73.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA IGUAÇU,MOANA 2,6296,"Aventura, Animação, Comédia, Família, Fantasia",2024,L,61.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA IGUAÇU,MUFASA: THE LION KING,12756,"Aventura, Família, Animação",2024,10,56.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA IGUAÇU,NOSFERATU,2824,"Terror, Fantasia",2024,16,85.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA IGUAÇU,O AUTO DA COMPADECIDA 2,3343,"Comédia, Drama",2024,12,0.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA IGUAÇU,PADDINGTON IN PERU,230,"Aventura, Comédia, Família",2024,10,93.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA IGUAÇU,SONIC THE HEDGEHOG 3,11712,"Ação, Ficção científica, Comédia, Família",2024,12,86.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA IGUAÇU,THE WIZARD OF THE EMERALD CITY,16,"Aventura, Família, Fantasia",1994,Sem Classificacao,0.0,0.0,0.0,0.0
1,2025,KINOPLEX NOVA IGUAÇU,WOLF MAN,581,"Terror, Thriller",2025,16,48.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,AINDA ESTOU AQUI,4198,"Drama, História",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,BAGMAN,54,"Terror, Thriller",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,CHICO BENTO E A GOIABEIRA MARAVIOSA,1158,"Família, Aventura, Comédia",2025,L,0.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,CONCLAVE,217,"Drama, Thriller",2024,12,93.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,DEN OF THIEVES 2: PANTERA,49,"Ação, Crime, Thriller",2025,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,EMILIA PÉREZ,9,"Drama, Thriller",2024,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,INTERSTELLAR,401,"Aventura, Drama, Ficção científica",2014,10,73.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,MOANA 2,3764,"Aventura, Animação, Comédia, Família, Fantasia",2024,L,61.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,MUFASA: THE LION KING,5845,"Aventura, Família, Animação",2024,10,56.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,NOSFERATU,2176,"Terror, Fantasia",2024,16,85.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,O AUTO DA COMPADECIDA 2,3454,"Comédia, Drama",2024,12,0.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,PADDINGTON IN PERU,133,"Aventura, Comédia, Família",2024,10,93.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,SONIC THE HEDGEHOG 3,5506,"Ação, Ficção científica, Comédia, Família",2024,12,86.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,THE WIZARD OF THE EMERALD CITY,16,"Aventura, Família, Fantasia",1994,Sem Classificacao,0.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,WICKED,419,"Drama, Romance, Fantasia",2024,10,88.0,0.0,0.0,0.0
1,2025,KINOPLEX OSASCO,WOLF MAN,233,"Terror, Thriller",2025,16,48.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,AINDA ESTOU AQUI,9285,"Drama, História",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,ANORA,333,"Drama, Comédia, Romance",2024,16,93.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,BABYGIRL,1505,"Romance, Thriller",2024,18,76.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,BAGMAN,80,"Terror, Thriller",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,CHICO BENTO E A GOIABEIRA MARAVIOSA,4744,"Família, Aventura, Comédia",2025,L,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,CONCLAVE,849,"Drama, Thriller",2024,12,93.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,DEN OF THIEVES 2: PANTERA,98,"Ação, Crime, Thriller",2025,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,EMILIA PÉREZ,49,"Drama, Thriller",2024,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,GLADIATOR II,1070,"Ação, Aventura, Drama",2024,16,70.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,INTERSTELLAR,1987,"Aventura, Drama, Ficção científica",2014,10,73.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,KRAVEN THE HUNTER,33,"Ação, Aventura, Thriller",2024,16,15.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,MARIA,99,"História, Drama, Música",2024,14,75.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,MOANA 2,10102,"Aventura, Animação, Comédia, Família, Fantasia",2024,L,61.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,MUFASA: THE LION KING,15603,"Aventura, Família, Animação",2024,10,56.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,NOSFERATU,7073,"Terror, Fantasia",2024,16,85.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,O AUTO DA COMPADECIDA 2,12885,"Comédia, Drama",2024,12,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,PADDINGTON IN PERU,576,"Aventura, Comédia, Família",2024,10,93.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,SONIC THE HEDGEHOG 3,12846,"Ação, Ficção científica, Comédia, Família",2024,12,86.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,THE WIZARD OF THE EMERALD CITY,47,"Aventura, Família, Fantasia",1994,Sem Classificacao,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,WICKED,1427,"Drama, Romance, Fantasia",2024,10,88.0,0.0,0.0,0.0
1,2025,KINOPLEX PARKSHOPPING,WOLF MAN,422,"Terror, Thriller",2025,16,48.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,AINDA ESTOU AQUI,2311,"Drama, História",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,ANORA,142,"Drama, Comédia, Romance",2024,16,93.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,BABYGIRL,1031,"Romance, Thriller",2024,18,76.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,CHICO BENTO E A GOIABEIRA MARAVIOSA,568,"Família, Aventura, Comédia",2025,L,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,CONCLAVE,652,"Drama, Thriller",2024,12,93.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,DEN OF THIEVES 2: PANTERA,26,"Ação, Crime, Thriller",2025,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,EMILIA PÉREZ,45,"Drama, Thriller",2024,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,GLADIATOR II,259,"Ação, Aventura, Drama",2024,16,70.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,INTERSTELLAR,770,"Aventura, Drama, Ficção científica",2014,10,73.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,MARIA,103,"História, Drama, Música",2024,14,75.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,MOANA 2,1089,"Aventura, Animação, Comédia, Família, Fantasia",2024,L,61.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,MUFASA: THE LION KING,3529,"Aventura, Família, Animação",2024,10,56.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,NOSFERATU,1681,"Terror, Fantasia",2024,16,85.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,O AUTO DA COMPADECIDA 2,1692,"Comédia, Drama",2024,12,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,PADDINGTON IN PERU,204,"Aventura, Comédia, Família",2024,10,93.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,SONIC THE HEDGEHOG 3,2328,"Ação, Ficção científica, Comédia, Família",2024,12,86.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,THE WIZARD OF THE EMERALD CITY,14,"Aventura, Família, Fantasia",1994,Sem Classificacao,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PARQUE DA CIDADE,WOLF MAN,116,"Terror, Thriller",2025,16,48.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,AINDA ESTOU AQUI,3454,"Drama, História",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,ANORA,410,"Drama, Comédia, Romance",2024,16,93.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,BABYGIRL,995,"Romance, Thriller",2024,18,76.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,BAGMAN,20,"Terror, Thriller",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,CHICO BENTO E A GOIABEIRA MARAVIOSA,1798,"Família, Aventura, Comédia",2025,L,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,CONCLAVE,709,"Drama, Thriller",2024,12,93.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,DEN OF THIEVES 2: PANTERA,26,"Ação, Crime, Thriller",2025,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,EMILIA PÉREZ,53,"Drama, Thriller",2024,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,GLADIATOR II,205,"Ação, Aventura, Drama",2024,16,70.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,INTERSTELLAR,814,"Aventura, Drama, Ficção científica",2014,10,73.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,MARIA,137,"História, Drama, Música",2024,14,75.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,MOANA 2,2532,"Aventura, Animação, Comédia, Família, Fantasia",2024,L,61.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,MUFASA: THE LION KING,4949,"Aventura, Família, Animação",2024,10,56.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,NOSFERATU,3341,"Terror, Fantasia",2024,16,85.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,O AUTO DA COMPADECIDA 2,2820,"Comédia, Drama",2024,12,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,PADDINGTON IN PERU,253,"Aventura, Comédia, Família",2024,10,93.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,SONIC THE HEDGEHOG 3,4126,"Ação, Ficção científica, Comédia, Família",2024,12,86.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,THE WIZARD OF THE EMERALD CITY,59,"Aventura, Família, Fantasia",1994,Sem Classificacao,0.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,WICKED,459,"Drama, Romance, Fantasia",2024,10,88.0,0.0,0.0,0.0
1,2025,KINOPLEX PRAIA DA COSTA,WOLF MAN,143,"Terror, Thriller",2025,16,48.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,AINDA ESTOU AQUI,3272,"Drama, História",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,ANORA,477,"Drama, Comédia, Romance",2024,16,93.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,BABYGIRL,1321,"Romance, Thriller",2024,18,76.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,CHICO BENTO E A GOIABEIRA MARAVIOSA,3618,"Família, Aventura, Comédia",2025,L,0.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,CONCLAVE,1564,"Drama, Thriller",2024,12,93.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,DEN OF THIEVES 2: PANTERA,58,"Ação, Crime, Thriller",2025,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,EMILIA PÉREZ,85,"Drama, Thriller",2024,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,GLADIATOR II,432,"Ação, Aventura, Drama",2024,16,70.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,INTERSTELLAR,559,"Aventura, Drama, Ficção científica",2014,10,73.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,KRAVEN THE HUNTER,26,"Ação, Aventura, Thriller",2024,16,15.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,MARIA,272,"História, Drama, Música",2024,14,75.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,MOANA 2,2156,"Aventura, Animação, Comédia, Família, Fantasia",2024,L,61.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,MUFASA: THE LION KING,6126,"Aventura, Família, Animação",2024,10,56.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,NOSFERATU,2240,"Terror, Fantasia",2024,16,85.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,O AUTO DA COMPADECIDA 2,3481,"Comédia, Drama",2024,12,0.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,PADDINGTON IN PERU,677,"Aventura, Comédia, Família",2024,10,93.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,SONIC THE HEDGEHOG 3,5312,"Ação, Ficção científica, Comédia, Família",2024,12,86.0,0.0,0.0,0.0
1,2025,KINOPLEX RIO SUL,WOLF MAN,267,"Terror, Thriller",2025,16,48.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,AINDA ESTOU AQUI,9829,"Drama, História",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,ANORA,1026,"Drama, Comédia, Romance",2024,16,93.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,BABYGIRL,1465,"Romance, Thriller",2024,18,76.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,CHICO BENTO E A GOIABEIRA MARAVIOSA,4521,"Família, Aventura, Comédia",2025,L,0.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,CONCLAVE,3244,"Drama, Thriller",2024,12,93.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,DEN OF THIEVES 2: PANTERA,100,"Ação, Crime, Thriller",2025,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,EMILIA PÉREZ,126,"Drama, Thriller",2024,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,INTERSTELLAR,1421,"Aventura, Drama, Ficção científica",2014,10,73.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,MARIA,732,"História, Drama, Música",2024,14,75.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,MOANA 2,3267,"Aventura, Animação, Comédia, Família, Fantasia",2024,L,61.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,MUFASA: THE LION KING,11000,"Aventura, Família, Animação",2024,10,56.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,NOSFERATU,8055,"Terror, Fantasia",2024,16,85.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,O AUTO DA COMPADECIDA 2,7611,"Comédia, Drama",2024,12,0.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,PADDINGTON IN PERU,770,"Aventura, Comédia, Família",2024,10,93.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,SONIC THE HEDGEHOG 3,9344,"Ação, Ficção científica, Comédia, Família",2024,12,86.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,THE WIZARD OF THE EMERALD CITY,98,"Aventura, Família, Fantasia",1994,Sem Classificacao,0.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,WICKED,1114,"Drama, Romance, Fantasia",2024,10,88.0,0.0,0.0,0.0
1,2025,KINOPLEX TIJUCA,WOLF MAN,269,"Terror, Thriller",2025,16,48.0,0.0,0.0,0.0
1,2025,KINOPLEX TOP SHOPPING,AINDA ESTOU AQUI,650,"Drama, História",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX TOP SHOPPING,BAGMAN,94,"Terror, Thriller",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX TOP SHOPPING,CHICO BENTO E A GOIABEIRA MARAVIOSA,1061,"Família, Aventura, Comédia",2025,L,0.0,0.0,0.0,0.0
1,2025,KINOPLEX TOP SHOPPING,DEN OF THIEVES 2: PANTERA,43,"Ação, Crime, Thriller",2025,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX TOP SHOPPING,GLADIATOR II,226,"Ação, Aventura, Drama",2024,16,70.0,0.0,0.0,0.0
1,2025,KINOPLEX TOP SHOPPING,INTERSTELLAR,572,"Aventura, Drama, Ficção científica",2014,10,73.0,0.0,0.0,0.0
1,2025,KINOPLEX TOP SHOPPING,MOANA 2,5204,"Aventura, Animação, Comédia, Família, Fantasia",2024,L,61.0,0.0,0.0,0.0
1,2025,KINOPLEX TOP SHOPPING,MUFASA: THE LION KING,8916,"Aventura, Família, Animação",2024,10,56.0,0.0,0.0,0.0
1,2025,KINOPLEX TOP SHOPPING,NOSFERATU,1457,"Terror, Fantasia",2024,16,85.0,0.0,0.0,0.0
1,2025,KINOPLEX TOP SHOPPING,O AUTO DA COMPADECIDA 2,3716,"Comédia, Drama",2024,12,0.0,0.0,0.0,0.0
1,2025,KINOPLEX TOP SHOPPING,PADDINGTON IN PERU,142,"Aventura, Comédia, Família",2024,10,93.0,0.0,0.0,0.0
1,2025,KINOPLEX TOP SHOPPING,SONIC THE HEDGEHOG 3,10072,"Ação, Ficção científica, Comédia, Família",2024,12,86.0,0.0,0.0,0.0
1,2025,KINOPLEX TOP SHOPPING,THE WIZARD OF THE EMERALD CITY,30,"Aventura, Família, Fantasia",1994,Sem Classificacao,0.0,0.0,0.0,0.0
1,2025,KINOPLEX TOP SHOPPING,WOLF MAN,466,"Terror, Thriller",2025,16,48.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,AINDA ESTOU AQUI,1780,"Drama, História",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,BAGMAN,13,"Terror, Thriller",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,CHICO BENTO E A GOIABEIRA MARAVIOSA,1150,"Família, Aventura, Comédia",2025,L,0.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,CONCLAVE,207,"Drama, Thriller",2024,12,93.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,DEN OF THIEVES 2: PANTERA,15,"Ação, Crime, Thriller",2025,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,EMILIA PÉREZ,20,"Drama, Thriller",2024,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,INTERSTELLAR,804,"Aventura, Drama, Ficção científica",2014,10,73.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,MARIA,71,"História, Drama, Música",2024,14,75.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,MOANA 2,860,"Aventura, Animação, Comédia, Família, Fantasia",2024,L,61.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,MUFASA: THE LION KING,3609,"Aventura, Família, Animação",2024,10,56.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,NOSFERATU,1036,"Terror, Fantasia",2024,16,85.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,O AUTO DA COMPADECIDA 2,2119,"Comédia, Drama",2024,12,0.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,PADDINGTON IN PERU,125,"Aventura, Comédia, Família",2024,10,93.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,SONIC THE HEDGEHOG 3,2850,"Ação, Ficção científica, Comédia, Família",2024,12,86.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,THE WIZARD OF THE EMERALD CITY,27,"Aventura, Família, Fantasia",1994,Sem Classificacao,0.0,0.0,0.0,0.0
1,2025,KINOPLEX UBERABA,WOLF MAN,149,"Terror, Thriller",2025,16,48.0,0.0,0.0,0.0
1,2025,KINOPLEX VIA PARQUE,AINDA ESTOU AQUI,1858,"Drama, História",2024,14,0.0,0.0,0.0,0.0
1,2025,KINOPLEX VIA PARQUE,CHICO BENTO E A GOIABEIRA MARAVIOSA,1309,"Família, Aventura, Comédia",2025,L,0.0,0.0,0.0,0.0
1,2025,KINOPLEX VIA PARQUE,CONCLAVE,876,"Drama, Thriller",2024,12,93.0,0.0,0.0,0.0
1,2025,KINOPLEX VIA PARQUE,DEN OF THIEVES 2: PANTERA,35,"Ação, Crime, Thriller",2025,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX VIA PARQUE,EMILIA PÉREZ,34,"Drama, Thriller",2024,16,0.0,0.0,0.0,0.0
1,2025,KINOPLEX VIA PARQUE,INTERSTELLAR,916,"Aventura, Drama, Ficção científica",2014,10,73.0,0.0,0.0,0.0
1,2025,KINOPLEX VIA PARQUE,MARIA,124,"História, Drama, Música",2024,14,75.0,0.0,0.0,0.0
