MES_EXIBICAO,ANO_EXIBICAO,NOME_CINEMA,TITULO_ORIGINAL,PUBLICO,GENEROS,ANO_LANCAMENTO,CLASSIFICACAO,rotten_tomatoes,yt_views,yt_likes,yt_sentiment
11,2022,KINOPLEX MACEIÓ,TAD THE LOST EXPLORER AND THE EMERALD TABLET,58,"Animação, Aventura, Família, Comédia, Fantasia",2022,L,90.0,0.0,0.0,0.0
11,2022,KINOPLEX MACEIÓ,THE INVITATION (AKA BRIDE),433,Nao Encontrado,Nao Encontrado,Nao Encontrado,0.0,0.0,0.0,0.0
11,2022,KINOPLEX MACEIÓ,THE WOMAN KING,63,"Ação, Drama, História, Guerra",2022,16,94.0,0.0,0.0,0.0
11,2022,KINOPLEX MACEIÓ,VIOLENT NIGHT,27,"Ação, Comédia, Fantasia, Thriller",2022,16,74.0,0.0,0.0,0.0
11,2022,KINOPLEX MADUREIRA,BLACK ADAM,4685,"Ação, Aventura, Ficção científica",2022,14,39.0,0.0,0.0,0.0
11,2022,KINOPLEX MADUREIRA,BLACK PANTHER: WAKANDA FOREVER,14072,"Ação, Aventura, Ficção científica",2022,12,84.0,0.0,0.0,0.0
11,2022,KINOPLEX MADUREIRA,HARRY POTTER AND THE CHAMBER OF SECRETS,366,"Aventura, Fantasia",2002,L,82.0,0.0,0.0,0.0
11,2022,KINOPLEX MADUREIRA,"LYLE, LYLE, CROCODILE",232,"Comédia, Família, Música",2022,Sem Classificacao,72.0,0.0,0.0,0.0
11,2022,KINOPLEX MADUREIRA,MINIONS: THE RISE OF GRU,150,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,69.0,0.0,0.0,0.0
11,2022,KINOPLEX MADUREIRA,NADA É POR ACASO,112,Drama,2022,14,0.0,0.0,0.0,0.0
11,2022,KINOPLEX MADUREIRA,ONE PIECE FILM: RED,365,"Animação, Aventura, Ação, Fantasia",2022,12,97.0,0.0,0.0,0.0
11,2022,KINOPLEX MADUREIRA,PREY FOR THE DEVIL,966,"Terror, Thriller",2022,14,15.0,0.0,0.0,0.0
11,2022,KINOPLEX MADUREIRA,SMILE,39,"Terror, Mistério",2022,16,80.0,0.0,0.0,0.0
11,2022,KINOPLEX MADUREIRA,STRANGE WORLD,254,"Animação, Família, Aventura, Fantasia, Ficção científica",2022,L,72.0,0.0,0.0,0.0
11,2022,KINOPLEX MADUREIRA,THE INVITATION (AKA BRIDE),93,Nao Encontrado,Nao Encontrado,Nao Encontrado,0.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA AMÉRICA,BLACK ADAM,9555,"Ação, Aventura, Ficção científica",2022,14,39.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA AMÉRICA,BLACK PANTHER: WAKANDA FOREVER,25270,"Ação, Aventura, Ficção científica",2022,12,84.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA AMÉRICA,HALLOWEEN ENDS,10,"Terror, Thriller",2022,18,40.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA AMÉRICA,HARRY POTTER AND THE CHAMBER OF SECRETS,879,"Aventura, Fantasia",2002,L,82.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA AMÉRICA,"LYLE, LYLE, CROCODILE",850,"Comédia, Família, Música",2022,Sem Classificacao,72.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA AMÉRICA,MINIONS: THE RISE OF GRU,74,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,69.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA AMÉRICA,NADA É POR ACASO,399,Drama,2022,14,0.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA AMÉRICA,ONE PIECE FILM: RED,1088,"Animação, Aventura, Ação, Fantasia",2022,12,97.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA AMÉRICA,PREY FOR THE DEVIL,2145,"Terror, Thriller",2022,14,15.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA AMÉRICA,SMILE,1084,"Terror, Mistério",2022,16,80.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA AMÉRICA,STRANGE WORLD,438,"Animação, Família, Aventura, Fantasia, Ficção científica",2022,L,72.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA AMÉRICA,THE INVITATION (AKA BRIDE),180,Nao Encontrado,Nao Encontrado,Nao Encontrado,0.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA AMÉRICA,THE WOMAN KING,689,"Ação, Drama, História, Guerra",2022,16,94.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA AMÉRICA,VIOLENT NIGHT,25,"Ação, Comédia, Fantasia, Thriller",2022,16,74.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA IGUAÇU,BLACK ADAM,10842,"Ação, Aventura, Ficção científica",2022,14,39.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA IGUAÇU,BLACK PANTHER: WAKANDA FOREVER,25285,"Ação, Aventura, Ficção científica",2022,12,84.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA IGUAÇU,HARRY POTTER AND THE CHAMBER OF SECRETS,716,"Aventura, Fantasia",2002,L,82.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA IGUAÇU,"LYLE, LYLE, CROCODILE",621,"Comédia, Família, Música",2022,Sem Classificacao,72.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA IGUAÇU,NADA É POR ACASO,519,Drama,2022,14,0.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA IGUAÇU,ONE PIECE FILM: RED,1048,"Animação, Aventura, Ação, Fantasia",2022,12,97.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA IGUAÇU,PREY FOR THE DEVIL,1424,"Terror, Thriller",2022,14,15.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA IGUAÇU,SMILE,336,"Terror, Mistério",2022,16,80.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA IGUAÇU,STRANGE WORLD,436,"Animação, Família, Aventura, Fantasia, Ficção científica",2022,L,72.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA IGUAÇU,THE INVITATION (AKA BRIDE),127,Nao Encontrado,Nao Encontrado,Nao Encontrado,0.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA IGUAÇU,THE WOMAN KING,420,"Ação, Drama, História, Guerra",2022,16,94.0,0.0,0.0,0.0
11,2022,KINOPLEX NOVA IGUAÇU,VIOLENT NIGHT,15,"Ação, Comédia, Fantasia, Thriller",2022,16,74.0,0.0,0.0,0.0
11,2022,KINOPLEX OSASCO,BLACK ADAM,4429,"Ação, Aventura, Ficção científica",2022,14,39.0,0.0,0.0,0.0
11,2022,KINOPLEX OSASCO,BLACK PANTHER: WAKANDA FOREVER,12245,"Ação, Aventura, Ficção científica",2022,12,84.0,0.0,0.0,0.0
11,2022,KINOPLEX OSASCO,HARRY POTTER AND THE CHAMBER OF SECRETS,421,"Aventura, Fantasia",2002,L,82.0,0.0,0.0,0.0
11,2022,KINOPLEX OSASCO,"LYLE, LYLE, CROCODILE",492,"Comédia, Família, Música",2022,Sem Classificacao,72.0,0.0,0.0,0.0
11,2022,KINOPLEX OSASCO,NADA É POR ACASO,228,Drama,2022,14,0.0,0.0,0.0,0.0
11,2022,KINOPLEX OSASCO,ONE PIECE FILM: RED,915,"Animação, Aventura, Ação, Fantasia",2022,12,97.0,0.0,0.0,0.0
11,2022,KINOPLEX OSASCO,PREY FOR THE DEVIL,655,"Terror, Thriller",2022,14,15.0,0.0,0.0,0.0
11,2022,KINOPLEX OSASCO,SMILE,297,"Terror, Mistério",2022,16,80.0,0.0,0.0,0.0
11,2022,KINOPLEX OSASCO,STRANGE WORLD,232,"Animação, Família, Aventura, Fantasia, Ficção científica",2022,L,72.0,0.0,0.0,0.0
11,2022,KINOPLEX OSASCO,THE INVITATION (AKA BRIDE),70,Nao Encontrado,Nao Encontrado,Nao Encontrado,0.0,0.0,0.0,0.0
11,2022,KINOPLEX OSASCO,VIOLENT NIGHT,16,"Ação, Comédia, Fantasia, Thriller",2022,16,74.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,BLACK ADAM,9261,"Ação, Aventura, Ficção científica",2022,14,39.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,BLACK PANTHER: WAKANDA FOREVER,20550,"Ação, Aventura, Ficção científica",2022,12,84.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,DC LEAGUE OF SUPERPETS,445,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,HALLOWEEN ENDS,13,"Terror, Thriller",2022,18,40.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,HARRY POTTER AND THE CHAMBER OF SECRETS,873,"Aventura, Fantasia",2002,L,82.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,"LYLE, LYLE, CROCODILE",1373,"Comédia, Família, Música",2022,Sem Classificacao,72.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,MINIONS: THE RISE OF GRU,459,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,69.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,NADA É POR ACASO,446,Drama,2022,14,0.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,ONE PIECE FILM: RED,1137,"Animação, Aventura, Ação, Fantasia",2022,12,97.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,PREY FOR THE DEVIL,765,"Terror, Thriller",2022,14,15.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,SMILE,730,"Terror, Mistério",2022,16,80.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,STRANGE WORLD,820,"Animação, Família, Aventura, Fantasia, Ficção científica",2022,L,72.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,TAD THE LOST EXPLORER AND THE EMERALD TABLET,160,"Animação, Aventura, Família, Comédia, Fantasia",2022,L,90.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,THE INVITATION (AKA BRIDE),158,Nao Encontrado,Nao Encontrado,Nao Encontrado,0.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,THE WOMAN KING,892,"Ação, Drama, História, Guerra",2022,16,94.0,0.0,0.0,0.0
11,2022,KINOPLEX PARKSHOPPING,VIOLENT NIGHT,34,"Ação, Comédia, Fantasia, Thriller",2022,16,74.0,0.0,0.0,0.0
11,2022,KINOPLEX PARQUE DA CIDADE,BLACK ADAM,2296,"Ação, Aventura, Ficção científica",2022,14,39.0,0.0,0.0,0.0
11,2022,KINOPLEX PARQUE DA CIDADE,BLACK PANTHER: WAKANDA FOREVER,7911,"Ação, Aventura, Ficção científica",2022,12,84.0,0.0,0.0,0.0
11,2022,KINOPLEX PARQUE DA CIDADE,HARRY POTTER AND THE CHAMBER OF SECRETS,342,"Aventura, Fantasia",2002,L,82.0,0.0,0.0,0.0
11,2022,KINOPLEX PARQUE DA CIDADE,"LYLE, LYLE, CROCODILE",562,"Comédia, Família, Música",2022,Sem Classificacao,72.0,0.0,0.0,0.0
11,2022,KINOPLEX PARQUE DA CIDADE,NADA É POR ACASO,102,Drama,2022,14,0.0,0.0,0.0,0.0
11,2022,KINOPLEX PARQUE DA CIDADE,ONE PIECE FILM: RED,190,"Animação, Aventura, Ação, Fantasia",2022,12,97.0,0.0,0.0,0.0
11,2022,KINOPLEX PARQUE DA CIDADE,PREY FOR THE DEVIL,263,"Terror, Thriller",2022,14,15.0,0.0,0.0,0.0
11,2022,KINOPLEX PARQUE DA CIDADE,SMILE,26,"Terror, Mistério",2022,16,80.0,0.0,0.0,0.0
11,2022,KINOPLEX PARQUE DA CIDADE,STRANGE WORLD,269,"Animação, Família, Aventura, Fantasia, Ficção científica",2022,L,72.0,0.0,0.0,0.0
11,2022,KINOPLEX PARQUE DA CIDADE,THE WOMAN KING,220,"Ação, Drama, História, Guerra",2022,16,94.0,0.0,0.0,0.0
11,2022,KINOPLEX PARQUE DA CIDADE,VIOLENT NIGHT,4,"Ação, Comédia, Fantasia, Thriller",2022,16,74.0,0.0,0.0,0.0
11,2022,KINOPLEX PRAIA DA COSTA,BLACK ADAM,1348,"Ação, Aventura, Ficção científica",2022,14,39.0,0.0,0.0,0.0
11,2022,KINOPLEX PRAIA DA COSTA,BLACK PANTHER: WAKANDA FOREVER,5896,"Ação, Aventura, Ficção científica",2022,12,84.0,0.0,0.0,0.0
11,2022,KINOPLEX PRAIA DA COSTA,HARRY POTTER AND THE CHAMBER OF SECRETS,173,"Aventura, Fantasia",2002,L,82.0,0.0,0.0,0.0
11,2022,KINOPLEX PRAIA DA COSTA,"LYLE, LYLE, CROCODILE",375,"Comédia, Família, Música",2022,Sem Classificacao,72.0,0.0,0.0,0.0
11,2022,KINOPLEX PRAIA DA COSTA,MINIONS: THE RISE OF GRU,100,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,69.0,0.0,0.0,0.0
11,2022,KINOPLEX PRAIA DA COSTA,NADA É POR ACASO,194,Drama,2022,14,0.0,0.0,0.0,0.0
11,2022,KINOPLEX PRAIA DA COSTA,ONE PIECE FILM: RED,219,"Animação, Aventura, Ação, Fantasia",2022,12,97.0,0.0,0.0,0.0
11,2022,KINOPLEX PRAIA DA COSTA,PREY FOR THE DEVIL,138,"Terror, Thriller",2022,14,15.0,0.0,0.0,0.0
11,2022,KINOPLEX PRAIA DA COSTA,STRANGE WORLD,230,"Animação, Família, Aventura, Fantasia, Ficção científica",2022,L,72.0,0.0,0.0,0.0
11,2022,KINOPLEX PRAIA DA COSTA,TAD THE LOST EXPLORER AND THE EMERALD TABLET,37,"Animação, Aventura, Família, Comédia, Fantasia",2022,L,90.0,0.0,0.0,0.0
11,2022,KINOPLEX PRAIA DA COSTA,THE WOMAN KING,120,"Ação, Drama, História, Guerra",2022,16,94.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,AMSTERDAM,18,"Mistério, Comédia, Drama",2022,16,31.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,BLACK ADAM,3377,"Ação, Aventura, Ficção científica",2022,14,39.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,BLACK PANTHER: WAKANDA FOREVER,8712,"Ação, Aventura, Ficção científica",2022,12,84.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,HARRY POTTER AND THE CHAMBER OF SECRETS,425,"Aventura, Fantasia",2002,L,82.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,"LYLE, LYLE, CROCODILE",720,"Comédia, Família, Música",2022,Sem Classificacao,72.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,NADA É POR ACASO,536,Drama,2022,14,0.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,ONE PIECE FILM: RED,342,"Animação, Aventura, Ação, Fantasia",2022,12,97.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,PINOCCHIO,58,"Animação, Família, Fantasia",1940,L,100.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,PREY FOR THE DEVIL,385,"Terror, Thriller",2022,14,15.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,SMILE,149,"Terror, Mistério",2022,16,80.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,STRANGE WORLD,466,"Animação, Família, Aventura, Fantasia, Ficção científica",2022,L,72.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,TAD THE LOST EXPLORER AND THE EMERALD TABLET,16,"Animação, Aventura, Família, Comédia, Fantasia",2022,L,90.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,THE INVITATION (AKA BRIDE),118,Nao Encontrado,Nao Encontrado,Nao Encontrado,0.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,THE WOMAN KING,557,"Ação, Drama, História, Guerra",2022,16,94.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,TICKET TO PARADISE,28,"Drama, Comédia, Romance",2022,12,56.0,0.0,0.0,0.0
11,2022,KINOPLEX RIO SUL,VIOLENT NIGHT,17,"Ação, Comédia, Fantasia, Thriller",2022,16,74.0,0.0,0.0,0.0
11,2022,KINOPLEX TIJUCA,BLACK ADAM,5813,"Ação, Aventura, Ficção científica",2022,14,39.0,0.0,0.0,0.0
11,2022,KINOPLEX TIJUCA,BLACK PANTHER: WAKANDA FOREVER,19377,"Ação, Aventura, Ficção científica",2022,12,84.0,0.0,0.0,0.0
11,2022,KINOPLEX TIJUCA,HARRY POTTER AND THE CHAMBER OF SECRETS,996,"Aventura, Fantasia",2002,L,82.0,0.0,0.0,0.0
11,2022,KINOPLEX TIJUCA,"LYLE, LYLE, CROCODILE",1008,"Comédia, Família, Música",2022,Sem Classificacao,72.0,0.0,0.0,0.0
11,2022,KINOPLEX TIJUCA,NADA É POR ACASO,1102,Drama,2022,14,0.0,0.0,0.0,0.0
11,2022,KINOPLEX TIJUCA,ONE PIECE FILM: RED,980,"Animação, Aventura, Ação, Fantasia",2022,12,97.0,0.0,0.0,0.0
11,2022,KINOPLEX TIJUCA,PREY FOR THE DEVIL,1009,"Terror, Thriller",2022,14,15.0,0.0,0.0,0.0
11,2022,KINOPLEX TIJUCA,SMILE,275,"Terror, Mistério",2022,16,80.0,0.0,0.0,0.0
11,2022,KINOPLEX TIJUCA,STRANGE WORLD,613,"Animação, Família, Aventura, Fantasia, Ficção científica",2022,L,72.0,0.0,0.0,0.0
11,2022,KINOPLEX TIJUCA,THE INVITATION (AKA BRIDE),169,Nao Encontrado,Nao Encontrado,Nao Encontrado,0.0,0.0,0.0,0.0
11,2022,KINOPLEX TIJUCA,THE WOMAN KING,1037,"Ação, Drama, História, Guerra",2022,16,94.0,0.0,0.0,0.0
11,2022,KINOPLEX TIJUCA,VIOLENT NIGHT,19,"Ação, Comédia, Fantasia, Thriller",2022,16,74.0,0.0,0.0,0.0
11,2022,KINOPLEX TOP SHOPPING,BLACK ADAM,7515,"Ação, Aventura, Ficção científica",2022,14,39.0,0.0,0.0,0.0
11,2022,KINOPLEX TOP SHOPPING,BLACK PANTHER: WAKANDA FOREVER,19935,"Ação, Aventura, Ficção científica",2022,12,84.0,0.0,0.0,0.0
11,2022,KINOPLEX TOP SHOPPING,HARRY POTTER AND THE CHAMBER OF SECRETS,431,"Aventura, Fantasia",2002,L,82.0,0.0,0.0,0.0
11,2022,KINOPLEX TOP SHOPPING,"LYLE, LYLE, CROCODILE",253,"Comédia, Família, Música",2022,Sem Classificacao,72.0,0.0,0.0,0.0
11,2022,KINOPLEX TOP SHOPPING,ONE PIECE FILM: RED,809,"Animação, Aventura, Ação, Fantasia",2022,12,97.0,0.0,0.0,0.0
11,2022,KINOPLEX TOP SHOPPING,PREY FOR THE DEVIL,930,"Terror, Thriller",2022,14,15.0,0.0,0.0,0.0
11,2022,KINOPLEX TOP SHOPPING,SMILE,124,"Terror, Mistério",2022,16,80.0,0.0,0.0,0.0
11,2022,KINOPLEX TOP SHOPPING,STRANGE WORLD,418,"Animação, Família, Aventura, Fantasia, Ficção científica",2022,L,72.0,0.0,0.0,0.0
11,2022,KINOPLEX TOP SHOPPING,TAD THE LOST EXPLORER AND THE EMERALD TABLET,20,"Animação, Aventura, Família, Comédia, Fantasia",2022,L,90.0,0.0,0.0,0.0
11,2022,KINOPLEX TOP SHOPPING,THE INVITATION (AKA BRIDE),55,Nao Encontrado,Nao Encontrado,Nao Encontrado,0.0,0.0,0.0,0.0
11,2022,KINOPLEX TOP SHOPPING,THE WOMAN KING,117,"Ação, Drama, História, Guerra",2022,16,94.0,0.0,0.0,0.0
11,2022,KINOPLEX UBERABA,BLACK ADAM,1284,"Ação, Aventura, Ficção científica",2022,14,39.0,0.0,0.0,0.0
11,2022,KINOPLEX UBERABA,BLACK PANTHER: WAKANDA FOREVER,4812,"Ação, Aventura, Ficção científica",2022,12,84.0,0.0,0.0,0.0
11,2022,KINOPLEX UBERABA,HARRY POTTER AND THE CHAMBER OF SECRETS,377,"Aventura, Fantasia",2002,L,82.0,0.0,0.0,0.0
11,2022,KINOPLEX UBERABA,"LYLE, LYLE, CROCODILE",217,"Comédia, Família, Música",2022,Sem Classificacao,72.0,0.0,0.0,0.0
11,2022,KINOPLEX UBERABA,NADA É POR ACASO,331,Drama,2022,14,0.0,0.0,0.0,0.0
11,2022,KINOPLEX UBERABA,ONE PIECE FILM: RED,399,"Animação, Aventura, Ação, Fantasia",2022,12,97.0,0.0,0.0,0.0
11,2022,KINOPLEX UBERABA,PREY FOR THE DEVIL,196,"Terror, Thriller",2022,14,15.0,0.0,0.0,0.0
11,2022,KINOPLEX UBERABA,STRANGE WORLD,202,"Animação, Família, Aventura, Fantasia, Ficção científica",2022,L,72.0,0.0,0.0,0.0
11,2022,KINOPLEX UBERABA,THE INVITATION (AKA BRIDE),42,Nao Encontrado,Nao Encontrado,Nao Encontrado,0.0,0.0,0.0,0.0
11,2022,KINOPLEX VIA PARQUE,BLACK ADAM,2600,"Ação, Aventura, Ficção científica",2022,14,39.0,0.0,0.0,0.0
11,2022,KINOPLEX VIA PARQUE,BLACK PANTHER: WAKANDA FOREVER,9629,"Ação, Aventura, Ficção científica",2022,12,84.0,0.0,0.0,0.0
11,2022,KINOPLEX VIA PARQUE,HARRY POTTER AND THE CHAMBER OF SECRETS,406,"Aventura, Fantasia",2002,L,82.0,0.0,0.0,0.0
11,2022,KINOPLEX VIA PARQUE,"LYLE, LYLE, CROCODILE",1486,"Comédia, Família, Música",2022,Sem Classificacao,72.0,0.0,0.0,0.0
11,2022,KINOPLEX VIA PARQUE,MINIONS: THE RISE OF GRU,122,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,69.0,0.0,0.0,0.0
11,2022,KINOPLEX VIA PARQUE,NADA É POR ACASO,218,Drama,2022,14,0.0,0.0,0.0,0.0
11,2022,KINOPLEX VIA PARQUE,ONE PIECE FILM: RED,158,"Animação, Aventura, Ação, Fantasia",2022,12,97.0,0.0,0.0,0.0
11,2022,KINOPLEX VIA PARQUE,PREY FOR THE DEVIL,269,"Terror, Thriller",2022,14,15.0,0.0,0.0,0.0
11,2022,KINOPLEX VIA PARQUE,STRANGE WORLD,233,"Animação, Família, Aventura, Fantasia, Ficção científica",2022,L,72.0,0.0,0.0,0.0
11,2022,KINOPLEX VIA PARQUE,TAD THE LOST EXPLORER AND THE EMERALD TABLET,129,"Animação, Aventura, Família, Comédia, Fantasia",2022,L,90.0,0.0,0.0,0.0
11,2022,KINOPLEX VIA PARQUE,THE INVITATION (AKA BRIDE),25,Nao Encontrado,Nao Encontrado,Nao Encontrado,0.0,0.0,0.0,0.0
11,2022,KINOPLEX VIA PARQUE,TICKET TO PARADISE,18,"Drama, Comédia, Romance",2022,12,56.0,0.0,0.0,0.0
11,2022,KINOPLEX VIA PARQUE,VIOLENT NIGHT,2,"Ação, Comédia, Fantasia, Thriller",2022,16,74.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,AMSTERDAM,213,"Mistério, Comédia, Drama",2022,16,31.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,BLACK ADAM,1187,"Ação, Aventura, Ficção científica",2022,14,39.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,BLACK PANTHER: WAKANDA FOREVER,4966,"Ação, Aventura, Ficção científica",2022,12,84.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,DC LEAGUE OF SUPERPETS,102,"Família, Comédia, Aventura, Animação, Ficção científica",2022,L,0.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,HARRY POTTER AND THE CHAMBER OF SECRETS,175,"Aventura, Fantasia",2002,L,82.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,"LYLE, LYLE, CROCODILE",350,"Comédia, Família, Música",2022,Sem Classificacao,72.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,MINIONS: THE RISE OF GRU,114,"Comédia, Crime, Ficção científica, Animação, Família",2022,L,69.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,ONE PIECE FILM: RED,244,"Animação, Aventura, Ação, Fantasia",2022,12,97.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,PINOCCHIO,38,"Animação, Família, Fantasia",1940,L,100.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,SMILE,131,"Terror, Mistério",2022,16,80.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,STRANGE WORLD,146,"Animação, Família, Aventura, Fantasia, Ficção científica",2022,L,72.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,TAD THE LOST EXPLORER AND THE EMERALD TABLET,40,"Animação, Aventura, Família, Comédia, Fantasia",2022,L,90.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,THE INVITATION (AKA BRIDE),10,Nao Encontrado,Nao Encontrado,Nao Encontrado,0.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,THE WOMAN KING,183,"Ação, Drama, História, Guerra",2022,16,94.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,TICKET TO PARADISE,456,"Drama, Comédia, Romance",2022,12,56.0,0.0,0.0,0.0
11,2022,KINOPLEX VILA OLÍMPIA,VIOLENT NIGHT,3,"Ação, Comédia, Fantasia, Thriller",2022,16,74.0,0.0,0.0,0.0
11,2022,KINOPLEX WEST SHOPPING,BLACK ADAM,6189,"Ação, Aventura, Ficção científica",2022,14,39.0,0.0,0.0,0.0
11,2022,KINOPLEX WEST SHOPPING,BLACK PANTHER: WAKANDA FOREVER,16732,"Ação, Aventura, Ficção científica",2022,12,84.0,0.0,0.0,0.0
11,2022,KINOPLEX WEST SHOPPING,HARRY POTTER AND THE CHAMBER OF SECRETS,440,"Aventura, Fantasia",2002,L,82.0,0.0,0.0,0.0
11,2022,KINOPLEX WEST SHOPPING,"LYLE, LYLE, CROCODILE",100,"Comédia, Família, Música",2022,Sem Classificacao,72.0,0.0,0.0,0.0
11,2022,KINOPLEX WEST SHOPPING,ONE PIECE FILM: RED,928,"Animação, Aventura, Ação, Fantasia",2022,12,97.0,0.0,0.0,0.0
11,2022,KINOPLEX WEST SHOPPING,PREY FOR THE DEVIL,987,"Terror, Thriller",2022,14,15.0,0.0,0.0,0.0
11,2022,KINOPLEX WEST SHOPPING,STRANGE WORLD,398,"Animação, Família, Aventura, Fantasia, Ficção científica",2022,L,72.0,0.0,0.0,0.0
11,2022,KINOPLEX WEST SHOPPING,THE INVITATION (AKA BRIDE),106,Nao Encontrado,Nao Encontrado,Nao Encontrado,0.0,0.0,0.0,0.0
11,2022,KINOPLEX WEST SHOPPING,THE WOMAN KING,46,"Ação, Drama, História, Guerra",2022,16,94.0,0.0,0.0,0.0
11,2022,KINOPLEX WEST SHOPPING,VIOLENT NIGHT,27,"Ação, Comédia, Fantasia, Thriller",2022,16,74.0,0.0,0.0,0.0
11,2023,KINOPLEX AMAZONAS,ALL FUN AND GAMES,361,"Terror, Thriller",2023,16,33.0,0.0,0.0,0.0
11,2023,KINOPLEX AMAZONAS,EQUALIZER 3,35,"Ação, Thriller, Crime",2023,18,76.0,0.0,0.0,0.0
11,2023,KINOPLEX AMAZONAS,FIVE NIGHTS AT FREDDY'S,7213,"Terror, Thriller",2023,14,33.0,0.0,0.0,0.0
11,2023,KINOPLEX AMAZONAS,IT LIVES INSIDE,303,"Terror, Mistério",2023,Sem Classificacao,64.0,0.0,0.0,0.0
